Serie	Number	Date	Text	CreatedBy	CreatedDate	Account	Amount
V	1	2023-01-14	Förbrukningsinventarier	mikael@sciple.ai	2023-01-21 16:20:26	2640	154.75
V	1	2023-01-14	Förbrukningsinventarier	mikael@sciple.ai	2023-01-21 16:20:26	2890	-619.00
V	1	2023-01-14	Förbrukningsinventarier	mikael@sciple.ai	2023-01-21 16:20:26	5410	464.25
V	2	2023-01-01	Periodisering	mikael@sciple.ai	2023-01-21 16:43:10	2990	6250.00
V	2	2023-01-01	Periodisering	mikael@sciple.ai	2023-01-21 16:43:10	6000	-6250.00
V	3	2023-01-16	Förseningsavgift	mikael@sciple.ai	2023-01-21 16:49:01	1630	6250.00
V	3	2023-01-16	Förseningsavgift	mikael@sciple.ai	2023-01-21 16:49:01	1630	-6250.00
V	3	2023-01-16	Förseningsavgift	mikael@sciple.ai	2023-01-21 16:49:01	1930	-6250.00
V	3	2023-01-16	Förseningsavgift	mikael@sciple.ai	2023-01-21 16:49:01	2990	6250.00
V	3	2023-01-16	Förseningsavgift	mikael@sciple.ai	2023-01-21 16:49:01	6000	-6250.00
V	3	2023-01-16	Förseningsavgift	mikael@sciple.ai	2023-01-21 16:49:01	8423	6250.00
V	4	2023-01-02	Omprövning moms jul-sep2022	mikael@sciple.ai	2023-01-21 16:53:27	1630	10.00
V	4	2023-01-02	Omprövning moms jul-sep2022	mikael@sciple.ai	2023-01-21 16:53:27	1650	-10.00
V	5	2023-01-16	Annullering av V3: Förseningsavgift	mikael@sciple.ai	2023-01-21 17:03:47	1630	-6250.00
V	5	2023-01-16	Annullering av V3: Förseningsavgift	mikael@sciple.ai	2023-01-21 17:03:47	1630	6250.00
V	5	2023-01-16	Annullering av V3: Förseningsavgift	mikael@sciple.ai	2023-01-21 17:03:47	1930	6250.00
V	5	2023-01-16	Annullering av V3: Förseningsavgift	mikael@sciple.ai	2023-01-21 17:03:47	2990	-6250.00
V	5	2023-01-16	Annullering av V3: Förseningsavgift	mikael@sciple.ai	2023-01-21 17:03:47	6000	6250.00
V	5	2023-01-16	Annullering av V3: Förseningsavgift	mikael@sciple.ai	2023-01-21 17:03:47	8423	-6250.00
V	6	2023-01-16	Förseningsavgift skv	mikael@sciple.ai	2023-01-21 17:22:36	1630	6250.00
V	6	2023-01-16	Förseningsavgift skv	mikael@sciple.ai	2023-01-21 17:22:36	1630	-6250.00
V	6	2023-01-16	Förseningsavgift skv	mikael@sciple.ai	2023-01-21 17:22:36	1930	-6250.00
V	6	2023-01-16	Förseningsavgift skv	mikael@sciple.ai	2023-01-21 17:22:36	6000	6250.00
V	7	2023-04-03	AWS mjukvara licens	mikael@sciple.ai	2023-05-05 12:01:59	2614	-12.20
V	7	2023-04-03	AWS mjukvara licens	mikael@sciple.ai	2023-05-05 12:01:59	2645	12.20
V	7	2023-04-03	AWS mjukvara licens	mikael@sciple.ai	2023-05-05 12:01:59	2890	-48.81
V	7	2023-04-03	AWS mjukvara licens	mikael@sciple.ai	2023-05-05 12:01:59	4535	48.81
V	7	2023-04-03	AWS mjukvara licens	mikael@sciple.ai	2023-05-05 12:01:59	4598	-48.81
V	7	2023-04-03	AWS mjukvara licens	mikael@sciple.ai	2023-05-05 12:01:59	6910	48.81
V	8	2023-02-02	AWS mjukvara licens	mikael@sciple.ai	2023-05-05 12:06:49	2614	-9.98
V	8	2023-02-02	AWS mjukvara licens	mikael@sciple.ai	2023-05-05 12:06:49	2645	9.98
V	8	2023-02-02	AWS mjukvara licens	mikael@sciple.ai	2023-05-05 12:06:49	2890	-39.90
V	8	2023-02-02	AWS mjukvara licens	mikael@sciple.ai	2023-05-05 12:06:49	4535	39.90
V	8	2023-02-02	AWS mjukvara licens	mikael@sciple.ai	2023-05-05 12:06:49	4598	-39.90
V	8	2023-02-02	AWS mjukvara licens	mikael@sciple.ai	2023-05-05 12:06:49	6910	39.90
V	9	2023-03-02	AWS mjukvara license	mikael@sciple.ai	2023-05-05 12:08:38	2614	-9.69
