Serie	Number	Date	Text	CreatedBy	CreatedDate	Account	Amount
V	1	2022-01-05	5484150041 San mateo /22-01-04 - Inköp Tjänster utanför EU	mikael@sciple.ai	2022-01-11 13:37:21	1930	-3157.74
V	1	2022-01-05	5484150041 San mateo /22-01-04 - Inköp Tjänster utanför EU	mikael@sciple.ai	2022-01-11 13:37:21	2614	-789.44
V	1	2022-01-05	5484150041 San mateo /22-01-04 - Inköp Tjänster utanför EU	mikael@sciple.ai	2022-01-11 13:37:21	2645	789.44
V	1	2022-01-05	5484150041 San mateo /22-01-04 - Inköp Tjänster utanför EU	mikael@sciple.ai	2022-01-11 13:37:21	4531	3157.74
V	2	2022-01-02	5484796814 Google /22-01-01 - Inköp tjänster inom EU 25%	mikael@sciple.ai	2022-01-11 13:37:55	1930	-730.80
V	2	2022-01-02	5484796814 Google /22-01-01 - Inköp tjänster inom EU 25%	mikael@sciple.ai	2022-01-11 13:37:55	2614	-182.70
V	2	2022-01-02	5484796814 Google /22-01-01 - Inköp tjänster inom EU 25%	mikael@sciple.ai	2022-01-11 13:37:55	2645	182.70
V	2	2022-01-02	5484796814 Google /22-01-01 - Inköp tjänster inom EU 25%	mikael@sciple.ai	2022-01-11 13:37:55	4535	730.80
V	3	2022-01-05	Annullering av V1: 5484150041 San mateo /22-01-04 - Inköp Tjänster utanför EU	mikael@sciple.ai	2022-01-11 13:42:15	1930	3157.74
V	3	2022-01-05	Annullering av V1: 5484150041 San mateo /22-01-04 - Inköp Tjänster utanför EU	mikael@sciple.ai	2022-01-11 13:42:15	2614	789.44
V	3	2022-01-05	Annullering av V1: 5484150041 San mateo /22-01-04 - Inköp Tjänster utanför EU	mikael@sciple.ai	2022-01-11 13:42:15	2645	-789.44
V	3	2022-01-05	Annullering av V1: 5484150041 San mateo /22-01-04 - Inköp Tjänster utanför EU	mikael@sciple.ai	2022-01-11 13:42:15	4531	-3157.74
V	4	2022-01-02	Annullering av V2: 5484796814 Google /22-01-01 - Inköp tjänster inom EU 25%	mikael@sciple.ai	2022-01-11 13:42:28	1930	730.80
V	4	2022-01-02	Annullering av V2: 5484796814 Google /22-01-01 - Inköp tjänster inom EU 25%	mikael@sciple.ai	2022-01-11 13:42:28	2614	182.70
V	4	2022-01-02	Annullering av V2: 5484796814 Google /22-01-01 - Inköp tjänster inom EU 25%	mikael@sciple.ai	2022-01-11 13:42:28	2645	-182.70
