Serie	Number	Date	Text	CreatedBy	CreatedDate	Account	Amount
V	1	2019-06-07	Försäljning Tjänster	info@belean.se	2019-08-15 18:29:57	1930	168933.00
V	1	2019-06-07	Försäljning Tjänster	info@belean.se	2019-08-15 18:29:57	3000	-168933.00
V	2	2019-07-05	Försäljning Tjänster 	info@belean.se	2019-08-15 18:31:12	1930	83618.00
V	2	2019-07-05	Försäljning Tjänster 	info@belean.se	2019-08-15 18:31:12	3000	-83618.00
V	3	2019-08-09	Försäljning Tjänster	info@belean.se	2019-08-15 18:32:06	1930	84974.00
V	3	2019-08-09	Försäljning Tjänster	info@belean.se	2019-08-15 18:32:06	3000	-84974.00
V	4	2019-02-26	Moms 2018	info@belean.se	2019-08-15 18:51:57	1630	199735.00
V	4	2019-02-26	Moms 2018	info@belean.se	2019-08-15 18:51:57	1630	-199735.00
V	4	2019-02-26	Moms 2018	info@belean.se	2019-08-15 18:51:57	1930	-199735.00
V	4	2019-02-26	Moms 2018	info@belean.se	2019-08-15 18:51:57	2610	-269700.00
V	4	2019-02-26	Moms 2018	info@belean.se	2019-08-15 18:51:57	2611	475279.00
V	4	2019-02-26	Moms 2018	info@belean.se	2019-08-15 18:51:57	2640	-5844.15
V	4	2019-02-26	Moms 2018	info@belean.se	2019-08-15 18:51:57	3740	0.15
V	5	2019-04-30	Utdelning 2018	info@belean.se	2019-08-15 18:57:40	1930	-175606.00
V	5	2019-04-30	Utdelning 2018	info@belean.se	2019-08-15 18:57:40	2091	-29554.00
V	5	2019-04-30	Utdelning 2018	info@belean.se	2019-08-15 18:57:40	2099	205160.00
V	6	2019-01-05	Utbetalning utlägg	info@belean.se	2019-08-15 19:01:39	1930	-19366.55
V	6	2019-01-05	Utbetalning utlägg	info@belean.se	2019-08-15 19:01:39	2890	19366.55
V	7	2019-01-15	Leverantörsskuld	info@belean.se	2019-08-15 19:05:10	1930	-3303.00
V	7	2019-01-15	Leverantörsskuld	info@belean.se	2019-08-15 19:05:10	2440	3303.00
V	8	2019-09-06	Försäljning Tjänster	info@belean.se	2019-09-15 15:18:29	1930	213342.00
V	8	2019-09-06	Försäljning Tjänster	info@belean.se	2019-09-15 15:18:29	3000	-213342.00
V	9	2019-06-10	Lunch med Andreas S Preem - Representation	info@belean.se	2019-09-15 15:44:44	2640	24.64
V	9	2019-06-10	Lunch med Andreas S Preem - Representation	info@belean.se	2019-09-15 15:44:44	2890	-230.00
V	9	2019-06-10	Lunch med Andreas S Preem - Representation	info@belean.se	2019-09-15 15:44:44	6072	205.36
V	10	2019-03-27	Enklare förtäring fika - Representation Jonas Kask	info@belean.se	2019-09-15 15:46:29	2640	8.90
V	10	2019-03-27	Enklare förtäring fika - Representation Jonas Kask	info@belean.se	2019-09-15 15:46:29	2890	-83.00
V	10	2019-03-27	Enklare förtäring fika - Representation Jonas Kask	info@belean.se	2019-09-15 15:46:29	6071	74.10
V	11	2019-06-03	Lunch med Preem - Representation Jiani och Svante Samuelsson Preem	info@belean.se	2019-09-15 15:47:31	2640	37.93
V	11	2019-06-03	Lunch med Preem - Representation Jiani och Svante Samuelsson Preem	info@belean.se	2019-09-15 15:47:31	2890	-354.00
V	11	2019-06-03	Lunch med Preem - Representation Jiani och Svante Samuelsson Preem	info@belean.se	2019-09-15 15:47:31	6072	316.07
V	12	2019-05-29	Lunch med Natalie LP - Representation	info@belean.se	2019-09-15 15:47:57	2640	40.18
V	12	2019-05-29	Lunch med Natalie LP - Representation	info@belean.se	2019-09-15 15:47:57	2890	-375.00
V	12	2019-05-29	Lunch med Natalie LP - Representation	info@belean.se	2019-09-15 15:47:57	6072	334.82
V	13	2019-03-26	Datormus - Inköp förbrukningsinventarier	info@belean.se	2019-09-15 15:48:26	2640	29.80
V	13	2019-03-26	Datormus - Inköp förbrukningsinventarier	info@belean.se	2019-09-15 15:48:26	2890	-149.00
V	13	2019-03-26	Datormus - Inköp förbrukningsinventarier	info@belean.se	2019-09-15 15:48:26	5410	119.20
V	14	2019-07-03	Utbildning	info@belean.se	2019-09-15 15:49:58	2640	135.00
V	14	2019-07-03	Utbildning	info@belean.se	2019-09-15 15:49:58	2890	-675.00
V	14	2019-07-03	Utbildning	info@belean.se	2019-09-15 15:49:58	7610	540.00
V	15	2019-01-07	Utbildning Dagstidning	info@belean.se	2019-09-15 15:53:04	1930	-99.00
V	15	2019-01-07	Utbildning Dagstidning	info@belean.se	2019-09-15 15:53:04	2640	19.80
V	15	2019-01-07	Utbildning Dagstidning	info@belean.se	2019-09-15 15:53:04	7610	79.20
V	16	2019-01-15	Telefonavgifter	info@belean.se	2019-09-15 15:53:48	1930	-470.00
V	16	2019-01-15	Telefonavgifter	info@belean.se	2019-09-15 15:53:48	2640	94.00
V	16	2019-01-15	Telefonavgifter	info@belean.se	2019-09-15 15:53:48	6210	376.00
V	17	2019-01-11	Inköp IT produkter	info@belean.se	2019-09-15 15:54:48	2640	75.00
V	17	2019-01-11	Inköp IT produkter	info@belean.se	2019-09-15 15:54:48	2890	-375.00
V	17	2019-01-11	Inköp IT produkter	info@belean.se	2019-09-15 15:54:48	6230	300.00
V	18	2019-06-04	Inköp förbrukningsinventarier	info@belean.se	2019-09-15 15:55:36	2640	39.80
V	18	2019-06-04	Inköp förbrukningsinventarier	info@belean.se	2019-09-15 15:55:36	2890	-199.00
V	18	2019-06-04	Inköp förbrukningsinventarier	info@belean.se	2019-09-15 15:55:36	5410	159.20
V	19	2019-07-29	Inköp förbrukningsinventarier	info@belean.se	2019-09-15 16:01:27	2640	159.42
V	19	2019-07-29	Inköp förbrukningsinventarier	info@belean.se	2019-09-15 16:01:27	2890	-797.11
V	19	2019-07-29	Inköp förbrukningsinventarier	info@belean.se	2019-09-15 16:01:27	5410	637.69
V	20	2019-07-11	Böcker	info@belean.se	2019-09-15 16:04:47	2640	19.81
V	20	2019-07-11	Böcker	info@belean.se	2019-09-15 16:04:47	2890	-350.00
V	20	2019-07-11	Böcker	info@belean.se	2019-09-15 16:04:47	6970	330.19
V	21	2019-07-29	Friskvård	info@belean.se	2019-09-15 16:05:38	2890	-645.00
V	21	2019-07-29	Friskvård	info@belean.se	2019-09-15 16:05:38	7699	645.00
V	22	2019-06-27	Friskvård	info@belean.se	2019-09-15 16:06:53	2890	-295.00
V	22	2019-06-27	Friskvård	info@belean.se	2019-09-15 16:06:53	7699	295.00
V	23	2019-06-27	Inköp förbrukningsinventarier	info@belean.se	2019-09-15 16:07:59	1930	-2336.00
V	23	2019-06-27	Inköp förbrukningsinventarier	info@belean.se	2019-09-15 16:07:59	2640	467.20
V	23	2019-06-27	Inköp förbrukningsinventarier	info@belean.se	2019-09-15 16:07:59	5410	1868.80
V	24	2019-07-15	Inköp förbrukningsinventarier	info@belean.se	2019-09-15 16:08:42	2640	229.80
