Serie	Number	Date	Text	CreatedBy	CreatedDate	Account	Amount
V	1	2020-01-01	Omföring av årets resultat	info@belean.se	2020-02-10 20:37:12	2098	-643973.00
V	1	2020-01-01	Omföring av årets resultat	info@belean.se	2020-02-10 20:37:12	2099	643973.00
V	2	2020-02-10	Resultatdisposition	info@belean.se	2020-02-10 20:46:09	2091	-472098.00
V	2	2020-02-10	Resultatdisposition	info@belean.se	2020-02-10 20:46:09	2098	643973.00
V	2	2020-02-10	Resultatdisposition	info@belean.se	2020-02-10 20:46:09	2898	-171875.00
V	3	2020-02-10	Utbetalning av utdelning	info@belean.se	2020-02-10 20:47:42	1930	-171875.00
V	3	2020-02-10	Utbetalning av utdelning	info@belean.se	2020-02-10 20:47:42	2898	171875.00
V	4	2020-04-07	Moms 2019	info@belean.se	2021-03-20 15:19:54	1630	3876.00
V	4	2020-04-07	Moms 2019	info@belean.se	2021-03-20 15:19:54	2640	-3876.28
V	4	2020-04-07	Moms 2019	info@belean.se	2021-03-20 15:19:54	3740	0.28
V	5	2020-04-14	Förs.avgift moms/arbetsgivardeklaration 200117	info@belean.se	2021-03-20 15:26:12	1630	625.00
V	5	2020-04-14	Förs.avgift moms/arbetsgivardeklaration 200117	info@belean.se	2021-03-20 15:26:12	1630	-625.00
V	5	2020-04-14	Förs.avgift moms/arbetsgivardeklaration 200117	info@belean.se	2021-03-20 15:26:12	1930	-625.00
V	5	2020-04-14	Förs.avgift moms/arbetsgivardeklaration 200117	info@belean.se	2021-03-20 15:26:12	8423	625.00
V	6	2020-04-16	SKV Utbetalning	info@belean.se	2021-03-20 15:27:42	1630	-3876.00
V	6	2020-04-16	SKV Utbetalning	info@belean.se	2021-03-20 15:27:42	1930	3876.00
V	7	2020-05-26	Omräkning slutlig skatt 2017	info@belean.se	2021-03-20 15:45:07	1630	20936.00
V	7	2020-05-26	Omräkning slutlig skatt 2017	info@belean.se	2021-03-20 15:45:07	1630	440.00
V	7	2020-05-26	Omräkning slutlig skatt 2017	info@belean.se	2021-03-20 15:45:07	1930	-21376.00
V	8	2020-05-26	Annullering av V7: Omräkning slutlig skatt 2017	info@belean.se	2021-03-20 15:58:56	1630	-20936.00
V	8	2020-05-26	Annullering av V7: Omräkning slutlig skatt 2017	info@belean.se	2021-03-20 15:58:56	1630	-440.00
V	8	2020-05-26	Annullering av V7: Omräkning slutlig skatt 2017	info@belean.se	2021-03-20 15:58:56	1930	21376.00
V	9	2020-05-26	Omräkning slutlig skatt 2017	info@belean.se	2021-03-20 15:58:56	1630	-20936.00
V	9	2020-05-26	Omräkning slutlig skatt 2017	info@belean.se	2021-03-20 15:58:56	1630	21376.00
V	9	2020-05-26	Omräkning slutlig skatt 2017	info@belean.se	2021-03-20 15:58:56	1930	-21376.00
V	9	2020-05-26	Omräkning slutlig skatt 2017	info@belean.se	2021-03-20 15:58:56	2514	20936.00
V	10	2020-06-06	kostnadsränta	info@belean.se	2021-03-20 16:00:42	1630	-429.00
V	10	2020-06-06	kostnadsränta	info@belean.se	2021-03-20 16:00:42	8423	429.00
V	11	2020-06-12	Förseningsavgift	info@belean.se	2021-03-20 16:13:41	1630	625.00
V	11	2020-06-12	Förseningsavgift	info@belean.se	2021-03-20 16:13:41	1630	-625.00
V	11	2020-06-12	Förseningsavgift	info@belean.se	2021-03-20 16:13:41	1930	-625.00
V	11	2020-06-12	Förseningsavgift	info@belean.se	2021-03-20 16:13:41	8423	625.00
