Serie	Number	Date	Text	CreatedBy	CreatedDate	Account	Amount
V	1	2018-01-02	Pensionsförsäkring	info@belean.se	2018-01-14 16:26:57	1930	-1911.21
V	1	2018-01-02	Pensionsförsäkring	info@belean.se	2018-01-14 16:26:57	2514	-463.66
V	1	2018-01-02	Pensionsförsäkring	info@belean.se	2018-01-14 16:26:57	7412	1911.21
V	1	2018-01-02	Pensionsförsäkring	info@belean.se	2018-01-14 16:26:57	7533	463.66
V	2	2018-01-07	Utbildning	info@belean.se	2018-01-14 16:29:03	1930	-99.00
V	2	2018-01-07	Utbildning	info@belean.se	2018-01-14 16:29:03	2640	19.80
V	2	2018-01-07	Utbildning	info@belean.se	2018-01-14 16:29:03	7610	79.20
V	3	2018-01-10	Försäljning varor	info@belean.se	2018-01-14 16:32:52	1930	144787.52
V	3	2018-01-10	Försäljning varor	info@belean.se	2018-01-14 16:32:52	2610	-28957.50
V	3	2018-01-10	Försäljning varor	info@belean.se	2018-01-14 16:32:52	3001	-115830.02
V	4	2018-01-10	Annullering V3: Försäljning varor	info@belean.se	2018-01-14 16:46:52	1930	-144787.52
V	4	2018-01-10	Annullering V3: Försäljning varor	info@belean.se	2018-01-14 16:46:52	2610	28957.50
V	4	2018-01-10	Annullering V3: Försäljning varor	info@belean.se	2018-01-14 16:46:52	3001	115830.02
V	5	2018-01-14	Faktura #9: 144788,0000 inbetalt	info@belean.se	2018-01-14 16:48:07	1930	144788.00
V	5	2018-01-14	Faktura #9: 144788,0000 inbetalt	info@belean.se	2018-01-14 16:48:07	2611	-28957.50
V	5	2018-01-14	Faktura #9: 144788,0000 inbetalt	info@belean.se	2018-01-14 16:48:07	3011	-115830.00
V	5	2018-01-14	Faktura #9: 144788,0000 inbetalt	info@belean.se	2018-01-14 16:48:07	3740	-0.50
V	6	2018-01-10	Faktura nr 9 Dec	info@belean.se	2018-01-14 16:51:39	1510	-144788.00
V	6	2018-01-10	Faktura nr 9 Dec	info@belean.se	2018-01-14 16:51:39	1930	144788.00
V	7	2018-01-14	Annullering V5: Faktura #9: 144788,0000 inbetalt	info@belean.se	2018-01-14 16:55:42	1930	-144788.00
V	7	2018-01-14	Annullering V5: Faktura #9: 144788,0000 inbetalt	info@belean.se	2018-01-14 16:55:42	2611	28957.50
V	7	2018-01-14	Annullering V5: Faktura #9: 144788,0000 inbetalt	info@belean.se	2018-01-14 16:55:42	3011	115830.00
V	7	2018-01-14	Annullering V5: Faktura #9: 144788,0000 inbetalt	info@belean.se	2018-01-14 16:55:42	3740	0.50
V	8	2018-02-12	Faktura #8: 1174,00 inbetalt	info@belean.se	2018-02-17 13:56:36	1930	1174.00
V	8	2018-02-12	Faktura #8: 1174,00 inbetalt	info@belean.se	2018-02-17 13:56:36	2611	-234.80
V	8	2018-02-12	Faktura #8: 1174,00 inbetalt	info@belean.se	2018-02-17 13:56:36	3011	-939.20
V	9	2018-04-06	Utbildning	info@belean.se	2018-06-05 07:57:08	1930	-99.00
V	9	2018-04-06	Utbildning	info@belean.se	2018-06-05 07:57:08	2640	19.80
V	9	2018-04-06	Utbildning	info@belean.se	2018-06-05 07:57:08	7610	79.20
V	10	2018-04-16	Mobiltelefon	info@belean.se	2018-06-05 07:59:13	1930	-2818.00
V	10	2018-04-16	Mobiltelefon	info@belean.se	2018-06-05 07:59:13	2640	563.60
V	10	2018-04-16	Mobiltelefon	info@belean.se	2018-06-05 07:59:13	6212	2254.40
V	11	2018-04-03	Pensionsförsäkring	info@belean.se	2018-06-05 08:00:54	1930	-7650.00
V	11	2018-04-03	Pensionsförsäkring	info@belean.se	2018-06-05 08:00:54	2514	-1855.89
V	11	2018-04-03	Pensionsförsäkring	info@belean.se	2018-06-05 08:00:54	7412	7650.00
V	11	2018-04-03	Pensionsförsäkring	info@belean.se	2018-06-05 08:00:54	7533	1855.89
V	12	2018-04-03	Pensionsförsäkring	info@belean.se	2018-06-05 08:02:01	1930	-1911.00
V	12	2018-04-03	Pensionsförsäkring	info@belean.se	2018-06-05 08:02:01	2514	-463.61
V	12	2018-04-03	Pensionsförsäkring	info@belean.se	2018-06-05 08:02:01	7412	1911.00
V	12	2018-04-03	Pensionsförsäkring	info@belean.se	2018-06-05 08:02:01	7533	463.61
V	13	2018-03-09	Utbildning	info@belean.se	2018-06-05 08:04:17	1930	-99.00
V	13	2018-03-09	Utbildning	info@belean.se	2018-06-05 08:04:17	2640	19.80
V	13	2018-03-09	Utbildning	info@belean.se	2018-06-05 08:04:17	7610	79.20
V	14	2018-01-11	IT-produkter Inrikes	info@belean.se	2018-06-05 08:07:58	2640	72.00
V	14	2018-01-11	IT-produkter Inrikes	info@belean.se	2018-06-05 08:07:58	2890	-360.00
V	14	2018-01-11	IT-produkter Inrikes	info@belean.se	2018-06-05 08:07:58	6230	288.00
V	15	2018-01-02	Inköp Förbrukningsinventarier	info@belean.se	2018-06-05 08:09:26	2640	53.00
V	15	2018-01-02	Inköp Förbrukningsinventarier	info@belean.se	2018-06-05 08:09:26	2890	-265.00
V	15	2018-01-02	Inköp Förbrukningsinventarier	info@belean.se	2018-06-05 08:09:26	5410	212.00
V	16	2018-01-02	Inköp Förbrukningsinventarier	info@belean.se	2018-06-05 08:10:38	2640	115.40
V	16	2018-01-02	Inköp Förbrukningsinventarier	info@belean.se	2018-06-05 08:10:38	2890	-577.00
V	16	2018-01-02	Inköp Förbrukningsinventarier	info@belean.se	2018-06-05 08:10:38	5410	461.60
V	17	2018-01-09	Inköp Förbrukningsinventarier	info@belean.se	2018-06-05 08:12:11	2640	78.00
V	17	2018-01-09	Inköp Förbrukningsinventarier	info@belean.se	2018-06-05 08:12:11	2890	-390.00
V	17	2018-01-09	Inköp Förbrukningsinventarier	info@belean.se	2018-06-05 08:12:11	5410	312.00
V	18	2018-02-14	Faktura #10: 212063,00 inbetalt	info@belean.se	2018-06-05 08:14:35	1930	212063.00
V	18	2018-02-14	Faktura #10: 212063,00 inbetalt	info@belean.se	2018-06-05 08:14:35	2611	-42412.50
V	18	2018-02-14	Faktura #10: 212063,00 inbetalt	info@belean.se	2018-06-05 08:14:35	3011	-169650.00
V	18	2018-02-14	Faktura #10: 212063,00 inbetalt	info@belean.se	2018-06-05 08:14:35	3740	-0.50
V	19	2018-03-12	Faktura #11: 206578,00 inbetalt	info@belean.se	2018-06-05 08:28:57	1930	206578.00
V	19	2018-03-12	Faktura #11: 206578,00 inbetalt	info@belean.se	2018-06-05 08:28:57	2611	-41315.63
V	19	2018-03-12	Faktura #11: 206578,00 inbetalt	info@belean.se	2018-06-05 08:28:57	3011	-165262.50
V	19	2018-03-12	Faktura #11: 206578,00 inbetalt	info@belean.se	2018-06-05 08:28:57	3740	0.13
V	20	2018-04-12	Faktura #12: 198656,00 inbetalt	info@belean.se	2018-06-05 08:29:51	1930	198656.00
V	20	2018-04-12	Faktura #12: 198656,00 inbetalt	info@belean.se	2018-06-05 08:29:51	2611	-39731.25
V	20	2018-04-12	Faktura #12: 198656,00 inbetalt	info@belean.se	2018-06-05 08:29:51	3011	-158925.00
V	20	2018-04-12	Faktura #12: 198656,00 inbetalt	info@belean.se	2018-06-05 08:29:51	3740	0.25
V	21	2018-05-14	Faktura #13: 183544,00 inbetalt	info@belean.se	2018-06-05 08:30:41	1930	183544.00
V	21	2018-05-14	Faktura #13: 183544,00 inbetalt	info@belean.se	2018-06-05 08:30:41	2611	-36708.75
V	21	2018-05-14	Faktura #13: 183544,00 inbetalt	info@belean.se	2018-06-05 08:30:41	3011	-146835.00
V	21	2018-05-14	Faktura #13: 183544,00 inbetalt	info@belean.se	2018-06-05 08:30:41	3740	-0.25
V	22	2018-05-14	Löneskatter april	info@belean.se	2018-06-05 08:53:58	1630	15041.00
V	22	2018-05-14	Löneskatter april	info@belean.se	2018-06-05 08:53:58	1630	-15041.00
V	22	2018-05-14	Löneskatter april	info@belean.se	2018-06-05 08:53:58	1930	-15041.00
V	22	2018-05-14	Löneskatter april	info@belean.se	2018-06-05 08:53:58	2710	6401.00
V	22	2018-05-14	Löneskatter april	info@belean.se	2018-06-05 08:53:58	2731	8640.00
V	23	2018-02-22	Löneskatter jan	info@belean.se	2018-06-05 09:03:49	1630	41686.00
V	23	2018-02-22	Löneskatter jan	info@belean.se	2018-06-05 09:03:49	1630	-41686.00
V	23	2018-02-22	Löneskatter jan	info@belean.se	2018-06-05 09:03:49	1930	-41686.00
V	23	2018-02-22	Löneskatter jan	info@belean.se	2018-06-05 09:03:49	2510	7977.00
V	23	2018-02-22	Löneskatter jan	info@belean.se	2018-06-05 09:03:49	2710	17277.00
V	23	2018-02-22	Löneskatter jan	info@belean.se	2018-06-05 09:03:49	2731	16432.00
V	24	2018-02-12	Annullering V8: Faktura #8: 1174,00 inbetalt	info@belean.se	2018-06-05 09:07:55	1930	-1174.00
V	24	2018-02-12	Annullering V8: Faktura #8: 1174,00 inbetalt	info@belean.se	2018-06-05 09:07:55	2611	234.80
V	24	2018-02-12	Annullering V8: Faktura #8: 1174,00 inbetalt	info@belean.se	2018-06-05 09:07:55	3011	939.20
V	25	2018-02-12	Försäljning tjänster inom Sverige	info@belean.se	2018-06-05 09:20:37	1510	-1174.00
V	25	2018-02-12	Försäljning tjänster inom Sverige	info@belean.se	2018-06-05 09:20:37	1930	1174.00
V	26	2018-02-28	Pensionsförsäkring	info@belean.se	2018-06-05 09:21:32	1930	-7650.00
V	26	2018-02-28	Pensionsförsäkring	info@belean.se	2018-06-05 09:21:32	2514	-1855.89
V	26	2018-02-28	Pensionsförsäkring	info@belean.se	2018-06-05 09:21:32	7412	7650.00
V	26	2018-02-28	Pensionsförsäkring	info@belean.se	2018-06-05 09:21:32	7533	1855.89
V	27	2018-03-01	Pensionsförsäkring	info@belean.se	2018-06-05 09:37:08	1930	-1911.00
V	27	2018-03-01	Pensionsförsäkring	info@belean.se	2018-06-05 09:37:08	2514	-245.54
V	27	2018-03-01	Pensionsförsäkring	info@belean.se	2018-06-05 09:37:08	7412	1008.00
V	27	2018-03-01	Pensionsförsäkring	info@belean.se	2018-06-05 09:37:08	7533	245.54
V	27	2018-03-01	Pensionsförsäkring	info@belean.se	2018-06-05 09:37:08	7570	903.00
V	28	2018-03-08	Böcker	info@belean.se	2018-06-05 09:40:41	1930	-448.00
V	28	2018-03-08	Böcker	info@belean.se	2018-06-05 09:40:41	2640	25.36
V	28	2018-03-08	Böcker	info@belean.se	2018-06-05 09:40:41	6970	422.64
V	29	2018-02-07	Utbildning	info@belean.se	2018-06-05 09:41:39	1930	-99.00
V	29	2018-02-07	Utbildning	info@belean.se	2018-06-05 09:41:39	2640	19.80
V	29	2018-02-07	Utbildning	info@belean.se	2018-06-05 09:41:39	7610	79.20
V	30	2018-02-05	Friskvård	info@belean.se	2018-06-05 09:42:51	2640	50.56
V	30	2018-02-05	Friskvård	info@belean.se	2018-06-05 09:42:51	2890	-895.00
V	30	2018-02-05	Friskvård	info@belean.se	2018-06-05 09:42:51	7699	844.44
V	31	2018-02-07	Inköp Förbrukningsinventarier	info@belean.se	2018-06-05 09:43:56	1930	-451.02
V	31	2018-02-07	Inköp Förbrukningsinventarier	info@belean.se	2018-06-05 09:43:56	2640	90.20
V	31	2018-02-07	Inköp Förbrukningsinventarier	info@belean.se	2018-06-05 09:43:56	5410	360.82
